"item_rand","rep","block","swahili","english","alpha","ID","diff","trial","instruct"
13,0,1,"maslahi","interest",0.305624242424242,"56","difficult",1,0
3,0,1,"bibi","grandmother",0.175557575757576,"34","easy",2,0
10,0,1,"kijana","boy",0.353060606060606,"64","difficult",3,0
15,0,1,"chunga","pot",0.369626865671642,"36","difficult",4,0
11,0,1,"duka","shop",0.294655384615385,"24","difficult",5,0
1,0,1,"tofaa","apple",0.200788059701493,"67","easy",6,0
14,0,1,"samaki","fish",0.294386567164179,"3","difficult",7,0
7,0,1,"mbwa","dog",0.18435303030303,"29","easy",8,0
8,0,1,"bustani","garden",0.207198461538461,"48","easy",9,0
16,0,1,"barua","letter",0.319181818181818,"31","difficult",10,0
2,0,1,"siri","secret",0.191309230769231,"49","easy",11,0
6,0,1,"kiti","chair",0.222518181818182,"68","easy",12,0
9,0,1,"wimbo","song",0.307741538461538,"13","difficult",13,0
5,0,1,"adhama","honor",0.225168181818182,"33","easy",14,0
12,0,1,"kamba","rope",0.355907575757576,"62","difficult",15,0
4,0,1,"maji","ice",0.223059090909091,"72","easy",16,0
13,1,1,"maslahi","interest",0.305624242424242,"56","difficult",17,0
1,1,1,"tofaa","apple",0.200788059701493,"67","easy",18,0
8,1,1,"bustani","garden",0.207198461538461,"48","easy",19,0
15,1,1,"chunga","pot",0.369626865671642,"36","difficult",20,0
16,1,1,"barua","letter",0.319181818181818,"31","difficult",21,0
5,1,1,"adhama","honor",0.225168181818182,"33","easy",22,0
6,1,1,"kiti","chair",0.222518181818182,"68","easy",23,0
2,1,1,"siri","secret",0.191309230769231,"49","easy",24,0
3,1,1,"bibi","grandmother",0.175557575757576,"34","easy",25,0
12,1,1,"kamba","rope",0.355907575757576,"62","difficult",26,0
11,1,1,"duka","shop",0.294655384615385,"24","difficult",27,0
9,1,1,"wimbo","song",0.307741538461538,"13","difficult",28,0
7,1,1,"mbwa","dog",0.18435303030303,"29","easy",29,0
14,1,1,"samaki","fish",0.294386567164179,"3","difficult",30,0
10,1,1,"kijana","boy",0.353060606060606,"64","difficult",31,0
4,1,1,"maji","ice",0.223059090909091,"72","easy",32,0
8,2,1,"bustani","garden",0.207198461538461,"48","easy",33,0
3,2,1,"bibi","grandmother",0.175557575757576,"34","easy",34,0
1,2,1,"tofaa","apple",0.200788059701493,"67","easy",35,0
5,2,1,"adhama","honor",0.225168181818182,"33","easy",36,0
13,2,1,"maslahi","interest",0.305624242424242,"56","difficult",37,0
12,2,1,"kamba","rope",0.355907575757576,"62","difficult",38,0
9,2,1,"wimbo","song",0.307741538461538,"13","difficult",39,0
6,2,1,"kiti","chair",0.222518181818182,"68","easy",40,0
2,2,1,"siri","secret",0.191309230769231,"49","easy",41,0
14,2,1,"samaki","fish",0.294386567164179,"3","difficult",42,0
10,2,1,"kijana","boy",0.353060606060606,"64","difficult",43,0
15,2,1,"chunga","pot",0.369626865671642,"36","difficult",44,0
11,2,1,"duka","shop",0.294655384615385,"24","difficult",45,0
4,2,1,"maji","ice",0.223059090909091,"72","easy",46,0
16,2,1,"barua","letter",0.319181818181818,"31","difficult",47,0
7,2,1,"mbwa","dog",0.18435303030303,"29","easy",48,0
3,3,1,"bibi","grandmother",0.175557575757576,"34","easy",49,0
6,3,1,"kiti","chair",0.222518181818182,"68","easy",50,0
8,3,1,"bustani","garden",0.207198461538461,"48","easy",51,0
1,3,1,"tofaa","apple",0.200788059701493,"67","easy",52,0
12,3,1,"kamba","rope",0.355907575757576,"62","difficult",53,0
16,3,1,"barua","letter",0.319181818181818,"31","difficult",54,0
9,3,1,"wimbo","song",0.307741538461538,"13","difficult",55,0
13,3,1,"maslahi","interest",0.305624242424242,"56","difficult",56,0
10,3,1,"kijana","boy",0.353060606060606,"64","difficult",57,0
5,3,1,"adhama","honor",0.225168181818182,"33","easy",58,0
14,3,1,"samaki","fish",0.294386567164179,"3","difficult",59,0
2,3,1,"siri","secret",0.191309230769231,"49","easy",60,0
11,3,1,"duka","shop",0.294655384615385,"24","difficult",61,0
15,3,1,"chunga","pot",0.369626865671642,"36","difficult",62,0
4,3,1,"maji","ice",0.223059090909091,"72","easy",63,0
7,3,1,"mbwa","dog",0.18435303030303,"29","easy",64,0
3,4,1,"bibi","grandmother",0.175557575757576,"34","easy",65,0
9,4,1,"wimbo","song",0.307741538461538,"13","difficult",66,0
13,4,1,"maslahi","interest",0.305624242424242,"56","difficult",67,0
10,4,1,"kijana","boy",0.353060606060606,"64","difficult",68,0
5,4,1,"adhama","honor",0.225168181818182,"33","easy",69,0
16,4,1,"barua","letter",0.319181818181818,"31","difficult",70,0
14,4,1,"samaki","fish",0.294386567164179,"3","difficult",71,0
12,4,1,"kamba","rope",0.355907575757576,"62","difficult",72,0
7,4,1,"mbwa","dog",0.18435303030303,"29","easy",73,0
4,4,1,"maji","ice",0.223059090909091,"72","easy",74,0
1,4,1,"tofaa","apple",0.200788059701493,"67","easy",75,0
15,4,1,"chunga","pot",0.369626865671642,"36","difficult",76,0
11,4,1,"duka","shop",0.294655384615385,"24","difficult",77,0
8,4,1,"bustani","garden",0.207198461538461,"48","easy",78,0
6,4,1,"kiti","chair",0.222518181818182,"68","easy",79,0
2,4,1,"siri","secret",0.191309230769231,"49","easy",80,0
9,5,1,"wimbo","song",0.307741538461538,"13","difficult",81,0
3,5,1,"bibi","grandmother",0.175557575757576,"34","easy",82,0
12,5,1,"kamba","rope",0.355907575757576,"62","difficult",83,0
7,5,1,"mbwa","dog",0.18435303030303,"29","easy",84,0
5,5,1,"adhama","honor",0.225168181818182,"33","easy",85,0
6,5,1,"kiti","chair",0.222518181818182,"68","easy",86,0
11,5,1,"duka","shop",0.294655384615385,"24","difficult",87,0
16,5,1,"barua","letter",0.319181818181818,"31","difficult",88,0
14,5,1,"samaki","fish",0.294386567164179,"3","difficult",89,0
1,5,1,"tofaa","apple",0.200788059701493,"67","easy",90,0
15,5,1,"chunga","pot",0.369626865671642,"36","difficult",91,0
10,5,1,"kijana","boy",0.353060606060606,"64","difficult",92,0
13,5,1,"maslahi","interest",0.305624242424242,"56","difficult",93,0
8,5,1,"bustani","garden",0.207198461538461,"48","easy",94,0
4,5,1,"maji","ice",0.223059090909091,"72","easy",95,0
2,5,1,"siri","secret",0.191309230769231,"49","easy",96,1
20,0,2,"ufu","death",0.170078787878788,"75","easy",97,0
21,0,2,"lango","door",0.219891044776119,"45","easy",98,0
27,0,2,"duara","wheel",0.287497014925373,"19","difficult",99,0
17,0,2,"anga","sky",0.222377272727273,"27","easy",100,0
22,0,2,"roho","soul",0.199686567164179,"44","easy",101,0
26,0,2,"fasihi","book",0.386646268656716,"12","difficult",102,0
29,0,2,"sauti","voice",0.3337796875,"14","difficult",103,0
25,0,2,"ajabu","wonder",0.315165151515151,"52","difficult",104,0
24,0,2,"limau","lemon",0.158680303030303,"61","easy",105,0
23,0,2,"degaga","glasses",0.207071212121212,"54","easy",106,0
28,0,2,"chanjo","scissors",0.351680597014926,"26","difficult",107,0
31,0,2,"kichwa","head",0.3271421875,"46","difficult",108,0
18,0,2,"dhoruba","storm",0.216794029850746,"63","easy",109,0
19,0,2,"basi","bus",0.209593846153846,"57","easy",110,0
32,0,2,"kanisa","church",0.399588059701493,"51","difficult",111,0
30,0,2,"likizo","holays",0.307474242424242,"17","difficult",112,0
20,1,2,"ufu","death",0.170078787878788,"75","easy",113,0
17,1,2,"anga","sky",0.222377272727273,"27","easy",114,0
26,1,2,"fasihi","book",0.386646268656716,"12","difficult",115,0
22,1,2,"roho","soul",0.199686567164179,"44","easy",116,0
23,1,2,"degaga","glasses",0.207071212121212,"54","easy",117,0
19,1,2,"basi","bus",0.209593846153846,"57","easy",118,0
18,1,2,"dhoruba","storm",0.216794029850746,"63","easy",119,0
25,1,2,"ajabu","wonder",0.315165151515151,"52","difficult",120,0
31,1,2,"kichwa","head",0.3271421875,"46","difficult",121,0
28,1,2,"chanjo","scissors",0.351680597014926,"26","difficult",122,0
30,1,2,"likizo","holays",0.307474242424242,"17","difficult",123,0
24,1,2,"limau","lemon",0.158680303030303,"61","easy",124,0
29,1,2,"sauti","voice",0.3337796875,"14","difficult",125,0
27,1,2,"duara","wheel",0.287497014925373,"19","difficult",126,0
32,1,2,"kanisa","church",0.399588059701493,"51","difficult",127,0
21,1,2,"lango","door",0.219891044776119,"45","easy",128,0
28,2,2,"chanjo","scissors",0.351680597014926,"26","difficult",129,0
25,2,2,"ajabu","wonder",0.315165151515151,"52","difficult",130,0
23,2,2,"degaga","glasses",0.207071212121212,"54","easy",131,0
18,2,2,"dhoruba","storm",0.216794029850746,"63","easy",132,0
22,2,2,"roho","soul",0.199686567164179,"44","easy",133,0
26,2,2,"fasihi","book",0.386646268656716,"12","difficult",134,0
27,2,2,"duara","wheel",0.287497014925373,"19","difficult",135,0
29,2,2,"sauti","voice",0.3337796875,"14","difficult",136,0
32,2,2,"kanisa","church",0.399588059701493,"51","difficult",137,0
20,2,2,"ufu","death",0.170078787878788,"75","easy",138,0
21,2,2,"lango","door",0.219891044776119,"45","easy",139,0
30,2,2,"likizo","holays",0.307474242424242,"17","difficult",140,0
17,2,2,"anga","sky",0.222377272727273,"27","easy",141,0
31,2,2,"kichwa","head",0.3271421875,"46","difficult",142,0
19,2,2,"basi","bus",0.209593846153846,"57","easy",143,0
24,2,2,"limau","lemon",0.158680303030303,"61","easy",144,0
28,3,2,"chanjo","scissors",0.351680597014926,"26","difficult",145,0
26,3,2,"fasihi","book",0.386646268656716,"12","difficult",146,0
29,3,2,"sauti","voice",0.3337796875,"14","difficult",147,0
18,3,2,"dhoruba","storm",0.216794029850746,"63","easy",148,0
27,3,2,"duara","wheel",0.287497014925373,"19","difficult",149,0
30,3,2,"likizo","holays",0.307474242424242,"17","difficult",150,0
31,3,2,"kichwa","head",0.3271421875,"46","difficult",151,0
23,3,2,"degaga","glasses",0.207071212121212,"54","easy",152,0
25,3,2,"ajabu","wonder",0.315165151515151,"52","difficult",153,0
32,3,2,"kanisa","church",0.399588059701493,"51","difficult",154,0
22,3,2,"roho","soul",0.199686567164179,"44","easy",155,0
17,3,2,"anga","sky",0.222377272727273,"27","easy",156,0
24,3,2,"limau","lemon",0.158680303030303,"61","easy",157,0
21,3,2,"lango","door",0.219891044776119,"45","easy",158,0
19,3,2,"basi","bus",0.209593846153846,"57","easy",159,0
20,3,2,"ufu","death",0.170078787878788,"75","easy",160,0
32,4,2,"kanisa","church",0.399588059701493,"51","difficult",161,0
31,4,2,"kichwa","head",0.3271421875,"46","difficult",162,0
28,4,2,"chanjo","scissors",0.351680597014926,"26","difficult",163,0
27,4,2,"duara","wheel",0.287497014925373,"19","difficult",164,0
23,4,2,"degaga","glasses",0.207071212121212,"54","easy",165,0
29,4,2,"sauti","voice",0.3337796875,"14","difficult",166,0
26,4,2,"fasihi","book",0.386646268656716,"12","difficult",167,0
25,4,2,"ajabu","wonder",0.315165151515151,"52","difficult",168,0
17,4,2,"anga","sky",0.222377272727273,"27","easy",169,0
30,4,2,"likizo","holays",0.307474242424242,"17","difficult",170,0
24,4,2,"limau","lemon",0.158680303030303,"61","easy",171,0
21,4,2,"lango","door",0.219891044776119,"45","easy",172,0
18,4,2,"dhoruba","storm",0.216794029850746,"63","easy",173,0
20,4,2,"ufu","death",0.170078787878788,"75","easy",174,0
22,4,2,"roho","soul",0.199686567164179,"44","easy",175,0
19,4,2,"basi","bus",0.209593846153846,"57","easy",176,0
31,5,2,"kichwa","head",0.3271421875,"46","difficult",177,0
26,5,2,"fasihi","book",0.386646268656716,"12","difficult",178,0
29,5,2,"sauti","voice",0.3337796875,"14","difficult",179,0
28,5,2,"chanjo","scissors",0.351680597014926,"26","difficult",180,0
25,5,2,"ajabu","wonder",0.315165151515151,"52","difficult",181,0
27,5,2,"duara","wheel",0.287497014925373,"19","difficult",182,0
32,5,2,"kanisa","church",0.399588059701493,"51","difficult",183,0
20,5,2,"ufu","death",0.170078787878788,"75","easy",184,0
22,5,2,"roho","soul",0.199686567164179,"44","easy",185,0
23,5,2,"degaga","glasses",0.207071212121212,"54","easy",186,0
21,5,2,"lango","door",0.219891044776119,"45","easy",187,0
17,5,2,"anga","sky",0.222377272727273,"27","easy",188,0
30,5,2,"likizo","holays",0.307474242424242,"17","difficult",189,0
18,5,2,"dhoruba","storm",0.216794029850746,"63","easy",190,0
24,5,2,"limau","lemon",0.158680303030303,"61","easy",191,0
19,5,2,"basi","bus",0.209593846153846,"57","easy",192,1
35,0,3,"kuku","chicken",0.183198461538461,"11","easy",193,0
44,0,3,"afisi","office",0.34374,"5","difficult",194,0
33,0,3,"baskeli","bike",0.214457575757576,"20","easy",195,0
48,0,3,"askari","police",0.347927272727273,"9","difficult",196,0
47,0,3,"tumaini","hope",0.302354545454546,"53","difficult",197,0
42,0,3,"tabibu","doctor",0.275992424242424,"35","difficult",198,0
39,0,3,"baba","father",0.157121212121212,"59","easy",199,0
45,0,3,"tunda","fruit",0.287647692307692,"22","difficult",200,0
41,0,3,"kitanda","bed",0.368722388059701,"69","difficult",201,0
36,0,3,"lugha","language",0.211571212121212,"25","easy",202,0
40,0,3,"saduku","box",0.212204615384615,"73","easy",203,0
38,0,3,"skati","skirt",0.167559090909091,"37","easy",204,0
34,0,3,"jicho","eye",0.210024615384615,"7","easy",205,0
46,0,3,"karamu","party",0.344718181818182,"32","difficult",206,0
43,0,3,"chama","society",0.315827272727273,"50","difficult",207,0
37,0,3,"pombe","beer",0.178725757575757,"2","easy",208,0
41,1,3,"kitanda","bed",0.368722388059701,"69","difficult",209,0
39,1,3,"baba","father",0.157121212121212,"59","easy",210,0
35,1,3,"kuku","chicken",0.183198461538461,"11","easy",211,0
45,1,3,"tunda","fruit",0.287647692307692,"22","difficult",212,0
48,1,3,"askari","police",0.347927272727273,"9","difficult",213,0
34,1,3,"jicho","eye",0.210024615384615,"7","easy",214,0
36,1,3,"lugha","language",0.211571212121212,"25","easy",215,0
47,1,3,"tumaini","hope",0.302354545454546,"53","difficult",216,0
37,1,3,"pombe","beer",0.178725757575757,"2","easy",217,0
42,1,3,"tabibu","doctor",0.275992424242424,"35","difficult",218,0
33,1,3,"baskeli","bike",0.214457575757576,"20","easy",219,0
43,1,3,"chama","society",0.315827272727273,"50","difficult",220,0
44,1,3,"afisi","office",0.34374,"5","difficult",221,0
40,1,3,"saduku","box",0.212204615384615,"73","easy",222,0
46,1,3,"karamu","party",0.344718181818182,"32","difficult",223,0
38,1,3,"skati","skirt",0.167559090909091,"37","easy",224,0
45,2,3,"tunda","fruit",0.287647692307692,"22","difficult",225,0
41,2,3,"kitanda","bed",0.368722388059701,"69","difficult",226,0
35,2,3,"kuku","chicken",0.183198461538461,"11","easy",227,0
37,2,3,"pombe","beer",0.178725757575757,"2","easy",228,0
36,2,3,"lugha","language",0.211571212121212,"25","easy",229,0
44,2,3,"afisi","office",0.34374,"5","difficult",230,0
38,2,3,"skati","skirt",0.167559090909091,"37","easy",231,0
40,2,3,"saduku","box",0.212204615384615,"73","easy",232,0
34,2,3,"jicho","eye",0.210024615384615,"7","easy",233,0
39,2,3,"baba","father",0.157121212121212,"59","easy",234,0
33,2,3,"baskeli","bike",0.214457575757576,"20","easy",235,0
43,2,3,"chama","society",0.315827272727273,"50","difficult",236,0
42,2,3,"tabibu","doctor",0.275992424242424,"35","difficult",237,0
46,2,3,"karamu","party",0.344718181818182,"32","difficult",238,0
47,2,3,"tumaini","hope",0.302354545454546,"53","difficult",239,0
48,2,3,"askari","police",0.347927272727273,"9","difficult",240,0
44,3,3,"afisi","office",0.34374,"5","difficult",241,0
40,3,3,"saduku","box",0.212204615384615,"73","easy",242,0
38,3,3,"skati","skirt",0.167559090909091,"37","easy",243,0
35,3,3,"kuku","chicken",0.183198461538461,"11","easy",244,0
45,3,3,"tunda","fruit",0.287647692307692,"22","difficult",245,0
41,3,3,"kitanda","bed",0.368722388059701,"69","difficult",246,0
