"item_rand","rep","block","swahili","english","alpha","ID","diff","trial","instruct"
11,0,1,"tumaini","hope",0.302354545454546,"53","difficult",1,0
14,0,1,"afisi","office",0.34374,"5","difficult",2,0
16,0,1,"chama","society",0.315827272727273,"50","difficult",3,0
8,0,1,"baskeli","bike",0.214457575757576,"20","easy",4,0
4,0,1,"maji","ice",0.223059090909091,"72","easy",5,0
10,0,1,"ajabu","wonder",0.315165151515151,"52","difficult",6,0
3,0,1,"bibi","grandmother",0.175557575757576,"34","easy",7,0
7,0,1,"kuku","chicken",0.183198461538461,"11","easy",8,0
5,0,1,"lango","door",0.219891044776119,"45","easy",9,0
6,0,1,"bustani","garden",0.207198461538461,"48","easy",10,0
12,0,1,"likizo","holays",0.307474242424242,"17","difficult",11,0
9,0,1,"sauti","voice",0.3337796875,"14","difficult",12,0
13,0,1,"duara","wheel",0.287497014925373,"19","difficult",13,0
15,0,1,"barua","letter",0.319181818181818,"31","difficult",14,0
1,0,1,"kiti","chair",0.222518181818182,"68","easy",15,0
2,0,1,"siri","secret",0.191309230769231,"49","easy",16,0
11,1,1,"tumaini","hope",0.302354545454546,"53","difficult",17,0
3,1,1,"bibi","grandmother",0.175557575757576,"34","easy",18,0
14,1,1,"afisi","office",0.34374,"5","difficult",19,0
8,1,1,"baskeli","bike",0.214457575757576,"20","easy",20,0
4,1,1,"maji","ice",0.223059090909091,"72","easy",21,0
7,1,1,"kuku","chicken",0.183198461538461,"11","easy",22,0
6,1,1,"bustani","garden",0.207198461538461,"48","easy",23,0
10,1,1,"ajabu","wonder",0.315165151515151,"52","difficult",24,0
5,1,1,"lango","door",0.219891044776119,"45","easy",25,0
16,1,1,"chama","society",0.315827272727273,"50","difficult",26,0
13,1,1,"duara","wheel",0.287497014925373,"19","difficult",27,0
2,1,1,"siri","secret",0.191309230769231,"49","easy",28,0
1,1,1,"kiti","chair",0.222518181818182,"68","easy",29,0
15,1,1,"barua","letter",0.319181818181818,"31","difficult",30,0
12,1,1,"likizo","holays",0.307474242424242,"17","difficult",31,0
9,1,1,"sauti","voice",0.3337796875,"14","difficult",32,0
6,2,1,"bustani","garden",0.207198461538461,"48","easy",33,0
8,2,1,"baskeli","bike",0.214457575757576,"20","easy",34,0
16,2,1,"chama","society",0.315827272727273,"50","difficult",35,0
4,2,1,"maji","ice",0.223059090909091,"72","easy",36,0
14,2,1,"afisi","office",0.34374,"5","difficult",37,0
1,2,1,"kiti","chair",0.222518181818182,"68","easy",38,0
3,2,1,"bibi","grandmother",0.175557575757576,"34","easy",39,0
2,2,1,"siri","secret",0.191309230769231,"49","easy",40,0
15,2,1,"barua","letter",0.319181818181818,"31","difficult",41,0
9,2,1,"sauti","voice",0.3337796875,"14","difficult",42,0
10,2,1,"ajabu","wonder",0.315165151515151,"52","difficult",43,0
7,2,1,"kuku","chicken",0.183198461538461,"11","easy",44,0
11,2,1,"tumaini","hope",0.302354545454546,"53","difficult",45,0
12,2,1,"likizo","holays",0.307474242424242,"17","difficult",46,0
13,2,1,"duara","wheel",0.287497014925373,"19","difficult",47,0
5,2,1,"lango","door",0.219891044776119,"45","easy",48,0
14,3,1,"afisi","office",0.34374,"5","difficult",49,0
16,3,1,"chama","society",0.315827272727273,"50","difficult",50,0
4,3,1,"maji","ice",0.223059090909091,"72","easy",51,0
9,3,1,"sauti","voice",0.3337796875,"14","difficult",52,0
2,3,1,"siri","secret",0.191309230769231,"49","easy",53,0
5,3,1,"lango","door",0.219891044776119,"45","easy",54,0
12,3,1,"likizo","holays",0.307474242424242,"17","difficult",55,0
15,3,1,"barua","letter",0.319181818181818,"31","difficult",56,0
7,3,1,"kuku","chicken",0.183198461538461,"11","easy",57,0
1,3,1,"kiti","chair",0.222518181818182,"68","easy",58,0
6,3,1,"bustani","garden",0.207198461538461,"48","easy",59,0
8,3,1,"baskeli","bike",0.214457575757576,"20","easy",60,0
10,3,1,"ajabu","wonder",0.315165151515151,"52","difficult",61,0
13,3,1,"duara","wheel",0.287497014925373,"19","difficult",62,0
11,3,1,"tumaini","hope",0.302354545454546,"53","difficult",63,0
3,3,1,"bibi","grandmother",0.175557575757576,"34","easy",64,0
12,4,1,"likizo","holays",0.307474242424242,"17","difficult",65,0
1,4,1,"kiti","chair",0.222518181818182,"68","easy",66,0
16,4,1,"chama","society",0.315827272727273,"50","difficult",67,0
4,4,1,"maji","ice",0.223059090909091,"72","easy",68,0
5,4,1,"lango","door",0.219891044776119,"45","easy",69,0
15,4,1,"barua","letter",0.319181818181818,"31","difficult",70,0
8,4,1,"baskeli","bike",0.214457575757576,"20","easy",71,0
10,4,1,"ajabu","wonder",0.315165151515151,"52","difficult",72,0
11,4,1,"tumaini","hope",0.302354545454546,"53","difficult",73,0
9,4,1,"sauti","voice",0.3337796875,"14","difficult",74,0
3,4,1,"bibi","grandmother",0.175557575757576,"34","easy",75,0
2,4,1,"siri","secret",0.191309230769231,"49","easy",76,0
6,4,1,"bustani","garden",0.207198461538461,"48","easy",77,0
13,4,1,"duara","wheel",0.287497014925373,"19","difficult",78,0
7,4,1,"kuku","chicken",0.183198461538461,"11","easy",79,0
14,4,1,"afisi","office",0.34374,"5","difficult",80,0
9,5,1,"sauti","voice",0.3337796875,"14","difficult",81,0
16,5,1,"chama","society",0.315827272727273,"50","difficult",82,0
