item_rand,rep,block,swahili,english,alpha,ID,diff,trial,instruct,dynamic
7,0,1,bibi,grandmother,0.175557576,34,easy,1,0,1
7,1,1,bibi,grandmother,0.175557576,34,easy,2,0,1
7,2,1,bibi,grandmother,0.175557576,34,easy,3,0,1
7,3,1,bibi,grandmother,0.175557576,34,easy,4,1,1
16,0,2,chama,society,0.315827273,50,difficult,5,0,0
16,1,2,chama,society,0.315827273,50,difficult,6,0,0
16,2,2,chama,society,0.315827273,50,difficult,7,0,0
16,3,2,chama,society,0.315827273,50,difficult,8,0,0
