"ID","alpha","block","diff","dynamic","english","exposure","first_key_rt","first_key_timestamp","form_response","last_key_rt","rep","response","retrieval_t","rv_trial","swahili","time_block_loop","time_block_sequence","time_correct_answer","time_cue","time_fixation_cross","time_fixation_dot","time_incorrect_answer","time_keyboard","time_press_spacebar","time_study_screen","time_test_screen","trial"
"NA","NA","NA","NA","NA","NA","NA","NA","NA","25","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA","NA","NA","NA","NA","NA","NA","Male","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"63","0.216794029850746","2","easy","1","storm","965","166","851696","Ok","1094","3","storm","713","941.3736546172456","dhoruba","110416","849869","852625","851530","654586","849871","806249","851530","850815","653335","850815","98"
"22","0.287647692307692","2","difficult","1","fruit","5465","359","856024","Ok","807","3","rope","1345","518.0302332825527","tunda","110416","853797","852625","855665","654586","853799","856473","855665","854319","653335","854319","99"
"36","0.369626865671642","2","difficult","1","pot","965","359","864216","Ok","831","3","pot","1183","522.1507703409318","chunga","110416","862148","864690","863857","654586","862150","856473","863857","862673","653335","862673","100"
"32","0.344718181818182","2","difficult","1","party","3465","399","868328","Ok","2279","4","party","1399","663.2025220877911","karamu","110416","865863","870210","867929","654586","865865","856473","867929","866529","653335","866529","101"
"75","0.170078787878788","2","easy","1","death","465","158","875368","Ok","958","4","death","719","602.3921897320864","ufu","110416","873883","876169","875210","654586","873884","856473","875210","874489","653335","874489","102"
"37","0.167559090909091","2","easy","1","skirt","465","622","878800","Ok","1270","4","skirt","842","489.12860983846497","skati","110416","876842","879449","878178","654586","876844","856473","878178","877334","653335","877334","103"
"63","0.216794029850746","2","easy","1","storm","465","359","881832","Ok","1111","4","storm","925","416.49341323011026","dhoruba","110416","880128","882585","881473","654586","880130","856473","881474","880547","653335","880547","104"
"22","0.287647692307692","2","difficult","1","fruit","4965","494","885384","Ok","3182","4","fruit","1099","520.8428685542767","tunda","110416","883264","888073","884890","654586","883265","856473","884890","883789","653335","883789","105"
"14","0.3337796875","2","difficult","1","voice","465","319","894984","Ok","2607","4","voice","790","629.0391849853739","sauti","110416","893242","897273","894665","654586","893244","856473","894665","893874","653335","893874","106"
"72","0.223059090909091","2","easy","1","ice","465","535","899560","Ok","1047","4","ice","653","417.79966497902853","maji","110416","897950","900073","899025","654586","897952","856473","899025","898371","653335","898371","107"
"62","0.355907575757576","2","difficult","1","rope","3465","551","903864","Ok","1031","4","rope","1564","994.294973736562","kamba","110416","900749","904345","903313","654586","900751","856473","903313","901748","653335","901748","108"
"36","0.369626865671642","2","difficult","1","pot","465","478","909776","Ok","846","4","pot","771","500.90221357346553","chunga","110416","908021","910145","909298","654586","908023","856473","909298","908525","653335","908525","109"
"67","0.200788059701493","2","easy","1","apple","3465","271","912560","Ok","887","4","apple","1058","404.4327295396611","tofaa","110416","910823","913177","912289","654586","910824","856473","912289","911230","653335","911230","110"
"37","0.167559090909091","2","easy","1","skirt","0","502","918688","Ok","1366","5","skirt","869","466.8613185618517","skati","110416","916847","919553","918186","654586","916848","856473","918186","917315","653335","917315","111"
"36","0.369626865671642","2","difficult","1","pot","0","647","922016","Ok","999","5","pot","1179","415.235766263904","chunga","110416","919771","922369","921369","654586","919773","856473","921369","920189","653335","920189","112"
"72","0.223059090909091","2","easy","1","ice","0","326","924336","Ok","750","5","ice","744","683.3616547161151","maji","110416","922577","924761","924010","654586","922578","856473","924010","923264","653335","923264","113"
"67","0.200788059701493","2","easy","1","apple","2965","271","926608","Ok","1567","5","apple","726","635.5435055863823","tofaa","110416","924972","927905","926337","654586","924974","856473","926337","925610","653335","925610","114"
"75","0.170078787878788","2","easy","1","death","0","150","932839","Ok","759","5","death","732","852.4557430703045","ufu","110416","931101","933449","932689","654586","931102","856473","932689","931956","653335","931956","115"
"22","0.287647692307692","2","difficult","1","fruit","5965","663","939936","Ok","1719","5","book","4715","891.9258449083413","tunda","110416","933663","933449","939273","654586","933665","940993","939273","934557","653335","934557","116"
"14","0.3337796875","2","difficult","1","voice","0","630","949184","Ok","1358","5","voice","717","662.8266330774616","sauti","110416","947169","949913","948554","654586","947171","940993","948554","947835","653335","947835","117"
"32","0.344718181818182","2","difficult","1","party","2965","543","952696","Ok","1343","5","party","1559","462.5277877341309","karamu","110416","950128","953497","952153","654586","950130","940993","952153","950593","653335","950593","118"
"62","0.355907575757576","2","difficult","1","rope","4465","815","961960","Ok","2231","5","book","3952","514.8613904994803","kamba","110416","956675","953497","961145","654586","956677","963377","961145","957192","653335","957192","119"
"63","0.216794029850746","2","easy","1","storm","1465","231","969592","Ok","1047","5","stomr","806","503.481906362318","dhoruba","110416","968047","953497","969361","654586","968049","970409","969361","968553","653335","968553","120"
