"ID","alpha","block","diff","dynamic","english","exposure","first_key_rt","first_key_timestamp","form_response","last_key_rt","rep","response","retrieval_t","rv_trial","swahili","time_block_loop","time_block_sequence","time_correct_answer","time_cue","time_fixation_cross","time_fixation_dot","time_incorrect_answer","time_keyboard","time_press_spacebar","time_study_screen","time_test_screen","trial"
"27","0.222377272727273","2","easy","1","sky","2965","1854","849910","Ok","2334","2","sky","1","811.5394004887025","anga","77799","847238","850392","848056","709488","847239","812800","848056","848051","708147","848051","88"
"5","0.34374","2","difficult","1","office","1465","206","856270","Ok","1094","2","office","1530","935.0717817168154","afisi","77799","853592","857160","856064","709488","853594","812800","856064","854532","708147","854532","89"
"72","0.223059090909091","2","easy","1","ice","4465","1446","865254","Ok","1902","2","i","4542","430.92434323973873","maji","77799","858831","857160","863808","709488","858833","865712","863808","859264","708147","859264","90"
"34","0.175557575757576","2","easy","1","grandmother","965","222","872182","Ok","2054","3","grandmother","773","792.8648127220372","bibi","77799","870388","874016","871960","709488","870390","865712","871960","871185","708147","871185","91"
"20","0.214457575757576","2","easy","1","bike","965","390","877174","Ok","1030","3","bike","821","773.183138553044","baskeli","77799","875185","877816","876784","709488","875186","865712","876784","875961","708147","875961","92"
"13","0.307741538461538","2","difficult","1","song","2465","510","881022","Ok","878","3","song","789","732.7110206541655","wimbo","77799","878984","881392","880512","709488","878986","865712","880512","879721","708147","879721","93"
"61","0.158680303030303","2","easy","1","lemon","965","622","886310","Ok","1926","3","lemon","1031","589.7102350974603","limau","77799","884062","887616","885688","709488","884064","865712","885688","884655","708147","884655","94"
"12","0.386646268656716","2","difficult","1","book","965","390","890998","Ok","1062","3","book","828","986.9783495094082","fasihi","77799","888787","891672","890608","709488","888789","865712","890608","889778","708147","889778","95"
"19","0.287497014925373","2","difficult","1","wheel","5465","1254","898734","Ok","5022","3","icantremembershit","3790","839.2910629328854","duara","77799","892846","891672","897480","709488","892848","902504","897480","893688","708147","893688","96"
"72","0.223059090909091","2","easy","1","ice","3965","334","910086","Ok","942","3","ice","939","633.9891606396384","maji","77799","908175","910696","909752","709488","908177","902504","909752","908811","708147","908811","97"
"5","0.34374","2","difficult","1","office","965","278","916534","Ok","1190","3","office","720","665.7284158842112","afisi","77799","914866","917448","916256","709488","914868","902504","916256","915534","708147","915534","98"
"17","0.307474242424242","2","difficult","1","holays","2465","534","920414","Ok","2598","3","holays","804","443.55542291637954","likizo","77799","918628","922480","919880","709488","918630","902504","919880","919074","708147","919074","99"
"27","0.222377272727273","2","easy","1","sky","2465","294","926918","Ok","654","3","sky","802","669.8716468240582","anga","77799","925148","927280","926624","709488","925150","902504","926624","925820","708147","925820","100"
"17","0.307474242424242","2","difficult","1","holays","1965","1086","932862","Ok","4478","4","holays","1159","658.5177941066105","likizo","77799","929952","936256","931776","709488","929954","902504","931776","930615","708147","930615","101"
"34","0.175557575757576","2","easy","1","grandmother","465","198","939958","Ok","3214","4","grandmother","784","539.900959261542","bibi","77799","938433","942976","939760","709488","938434","902504","939760","938974","708147","938974","102"
"72","0.223059090909091","2","easy","1","ice","3465","1398","948870","Ok","1974","4","ice","3132","677.3765317896716","maji","77799","943659","949448","947472","709488","943660","902504","947472","944338","708147","944338","103"
"20","0.214457575757576","2","easy","1","bike","465","718","955190","Ok","1438","4","bike","822","525.9525670774349","baskeli","77799","953120","955912","954472","709488","953122","902504","954472","953648","708147","953648","104"
"5","0.34374","2","difficult","1","office","465","438","958182","Ok","1030","4","office","713","435.41190732428214","afisi","77799","956590","958776","957744","709488","956592","902504","957744","957029","708147","957029","105"
"61","0.158680303030303","2","easy","1","lemon","465","366","961062","Ok","1198","4","lemon","602","638.4251230487242","limau","77799","959450","961896","960696","709488","959452","902504","960696","960092","708147","960092","106"
"19","0.287497014925373","2","difficult","1","wheel","4965","1014","968710","Ok","1926","4","wheel","4214","914.4834528389287","duara","77799","962563","969624","967696","709488","962565","902504","967696","963480","708147","963480","107"
"27","0.222377272727273","2","easy","1","sky","1965","550","977174","Ok","902","4","sky","906","911.9515792542659","anga","77799","974802","977528","976624","709488","974804","902504","976624","975716","708147","975716","108"
"13","0.307741538461538","2","difficult","1","song","1965","398","982238","Ok","814","4","song","1143","993.8059934748559","wimbo","77799","979697","982655","981840","709488","979699","902504","981840","980695","708147","980695","109"
"12","0.386646268656716","2","difficult","1","book","465","559","987158","Ok","1383","4","book","866","903.3531969250523","fasihi","77799","984827","987984","986599","709488","984828","902504","986599","985732","708147","985732","110"
"27","0.222377272727273","2","easy","1","sky","1465","214","990206","Ok","526","5","sky","654","680.1680311728171","anga","77799","988653","990520","989992","709488","988655","902504","989992","989336","708147","989336","111"
"72","0.223059090909091","2","easy","1","ice","2965","318","993734","Ok","1654","5","ice","616","595.426233797474","maji","77799","992201","995072","993416","709488","992202","902504","993416","992798","708147","992798","112"
"17","0.307474242424242","2","difficult","1","holays","1465","910","1001054","Ok","1702","5","holays","1280","601.1438749746441","likizo","77799","998257","1001848","1000144","709488","998258","902504","1000144","998862","708147","998862","113"
"5","0.34374","2","difficult","1","office","0","278","1005150","Ok","822","5","office","709","626.6159088895463","afisi","77799","1003533","1005696","1004872","709488","1003534","902504","1004872","1004161","708147","1004161","114"
"19","0.287497014925373","2","difficult","1","wheel","4465","206","1008030","Ok","814","5","wheel","1081","831.0947371117715","duara","77799","1005907","1008640","1007824","709488","1005909","902504","1007824","1006741","708147","1006741","115"
"20","0.214457575757576","2","easy","1","bike","0","286","1015566","Ok","838","5","bike","1376","571.3321838773621","baskeli","77799","1013328","1016120","1015280","709488","1013330","902504","1015280","1013902","708147","1013902","116"
"12","0.386646268656716","2","difficult","1","book","0","430","1018038","Ok","1326","5","book","824","452.34216517600174","fasihi","77799","1016327","1018936","1017608","709488","1016329","902504","1017608","1016782","708147","1016782","117"
"61","0.158680303030303","2","easy","1","lemon","0","438","1020710","Ok","1214","5","lemon","595","526.0242947592322","limau","77799","1019146","1021487","1020272","709488","1019148","902504","1020272","1019675","708147","1019675","118"
"34","0.175557575757576","2","easy","1","grandmother","0","270","1023230","Ok","1654","5","grandmother","577","677.725528016787","bibi","77799","1021701","1024615","1022960","709488","1021703","902504","1022960","1022381","708147","1022381","119"
"13","0.307741538461538","2","difficult","1","song","1465","2222","1028238","Ok","2542","5","song","566","618.4224567306358","wimbo","77799","1024827","1028559","1026016","709488","1024829","902504","1026016","1025448","708147","1025448","120"
